BranchKey,Date,SubsidiaryAccountKey,BudgetAmount,ActualAmount
2,2024-02-01,10001002002,-59700,-25227.59
2,2024-03-01,1001001001,3298260,2071717.57
2,2024-03-01,1001002002,2052610,1257115.13
2,2024-03-01,2001001001,-20290,-9708.23
2,2024-03-01,2003001001,-21650,-14479.23
2,2024-03-01,2003002002,-4660,
2,2024-03-01,2004001001,-944600,-599189.89
2,2024-03-01,2005001001,-412590,-252991.29
2,2024-03-01,2005002002,-87760,-54925.74
2,2024-03-01,2005003003,-5500,-7206.67
2,2024-03-01,4001001001,-442714.25,-270027.66
2,2024-03-01,4001002007,-36478.17,-21602.2
2,2024-03-01,4001003010,-27707.89,-18901.92
2,2024-03-01,4002001001,-701900,-384067.27
2,2024-03-01,4002002002,-263230,-168989.53
2,2024-03-01,4002003003,-467940,-276528.41
2,2024-03-01,4003001001,-196800,-122901.55
2,2024-03-01,4003002002,-70420,-46087.93
2,2024-03-01,4003003003,-485650,-322616.62
2,2024-03-01,4003004004,-3720,-3072.37
2,2024-03-01,6001001001,-86587.51,-42635.93
2,2024-03-01,6001002007,-6838.1,-3410.87
2,2024-03-01,6001003010,-5508.13,-2984.51
2,2024-03-01,6002001001,-23700,-15362.52
2,2024-03-01,6002002002,-10420,-7681.16
2,2024-03-01,6003001001,-6280,-4608.64
2,2024-03-01,6003002002,-11010,-7681.18
2,2024-03-01,6003003003,-10930,-6913.08
2,2024-03-01,6004001001,-26870,-15977.08
2,2024-03-01,6005001001,-50550,-30878.86
2,2024-03-01,6005002002,-10330,-6605.8
2,2024-03-01,6005003003,-1720,-921.62
2,2024-03-01,6005004004,-18300,-13672.64
2,2024-03-01,6005005005,-2920,-1689.75
2,2024-03-01,6005006006,-14560,-8449.31
2,2024-03-01,8001001001,-640,-489.31
2,2024-03-01,8001002002,-560,-302.9
2,2024-03-01,8002001001,1530,-2097.17
2,2024-03-01,8002002002,8030,4660.35
2,2024-03-01,8003001001,-560,-419.41
2,2024-03-01,10001001001,-65310,-39945.99
2,2024-03-01,10001002002,-59700,-38947.34
2,2024-04-01,1001001001,3298260,2355119.15
2,2024-04-01,1001002002,2052610,1752502.16
2,2024-04-01,2001001001,-20290,-14246.64
2,2024-04-01,2003001001,-21650,-16648.53
2,2024-04-01,2003002002,-4660,-6569.14
2,2024-04-01,2004001001,-944600,-739371.84
2,2024-04-01,2005001001,-412590,-312179.22
2,2024-04-01,2005002002,-87760,-67775.75
2,2024-04-01,2005003003,-5500,-2002.93
2,2024-04-01,4001001001,-442714.25,-306966.22
2,2024-04-01,4001002007,-36478.17,-24557.29
2,2024-04-01,4001003010,-27707.89,-21487.62
2,2024-04-01,4002001001,-701900,-454070.21
2,2024-04-01,4002002002,-263230,-174642.28
2,2024-04-01,4002003003,-467940,-349284.75
2,2024-04-01,4003001001,-196800,-157178.17
2,2024-04-01,4003002002,-70420,-34928.33
2,2024-04-01,4003003003,-485650,-349284.87
2,2024-04-01,4003004004,-3720,-1746.28
2,2024-04-01,6001001001,-86587.51,-48468.34
2,2024-04-01,6001002007,-6838.1,-3877.45
2,2024-04-01,6001003010,-5508.13,-3392.77
2,2024-04-01,6002001001,-23700,-17464.11
2,2024-04-01,6002002002,-10420,-6985.57
2,2024-04-01,6003001001,-6280,-4016.64
2,2024-04-01,6003002002,-11010,-7334.88
2,2024-04-01,6003003003,-10930,-8033.42
2,2024-04-01,6004001001,-26870,-20433.01
2,2024-04-01,6005001001,-50550,-36500.12
2,2024-04-01,6005002002,-10330,-7160.2
2,2024-04-01,6005003003,-1720,-873.08
2,2024-04-01,6005004004,-18300,-16066.97
2,2024-04-01,6005005005,-2920,-2095.58
2,2024-04-01,6005006006,-14560,-9605.16
2,2024-04-01,8001001001,-640,-575.05
2,2024-04-01,8001002002,-560,-517.54
2,2024-04-01,8002001001,1530,3450.38
2,2024-04-01,8002002002,8030,5175.56
2,2024-04-01,8003001001,-560,-402.52
2,2024-04-01,10001001001,-65310,-49291.46
2,2024-04-01,10001002002,-59700,-40665.45
2,2024-05-01,1001001001,3298260,4052857.73
2,2024-05-01,1001002002,2052610,2475183.02
2,2024-05-01,2001001001,-20290,-22935.51
2,2024-05-01,2003001001,-21650,-26013.87
2,2024-05-01,2003002002,-4660,-2101.29
2,2024-05-01,2004001001,-944600,-1175047.34
2,2024-05-01,2005001001,-412590,-496131.1
2,2024-05-01,2005002002,-87760,-107712.67
2,2024-05-01,2005003003,-5500,-4172.84
2,2024-05-01,4001001001,-442714.25,-528249.46
2,2024-05-01,4001002007,-36478.17,-42259.95
2,2024-05-01,4001003010,-27707.89,-31694.95
2,2024-05-01,4002001001,-701900,-841504.12
2,2024-05-01,4002002002,-263230,-300537.12
2,2024-05-01,4002003003,-467940,-571020.61
2,2024-05-01,4003001001,-196800,-210376.04
2,2024-05-01,4003002002,-70420,-90161.03
2,2024-05-01,4003003003,-485650,-571020.72
2,2024-05-01,4003004004,-3720,-6010.59
2,2024-05-01,6001001001,-86587.51,-111210.4
2,2024-05-01,6001002007,-6838.1,-8896.82
2,2024-05-01,6001003010,-5508.13,-7784.72
2,2024-05-01,6002001001,-23700,-30053.58
2,2024-05-01,6002002002,-10420,-15026.67
2,2024-05-01,6003001001,-6280,-6611.67
2,2024-05-01,6003002002,-11010,-14425.63
2,2024-05-01,6003003003,-10930,-14125.12
2,2024-05-01,6004001001,-26870,-35463.25
2,2024-05-01,6005001001,-50550,-62511.6
2,2024-05-01,6005002002,-10330,-12321.87
2,2024-05-01,6005003003,-1720,-2404.16
2,2024-05-01,6005004004,-18300,-19534.74
2,2024-05-01,6005005005,-2920,-4507.93
2,2024-05-01,6005006006,-14560,-16829.97
2,2024-05-01,8001001001,-640,-1005.29
2,2024-05-01,8001002002,-560,-1051
2,2024-05-01,8002001001,1530,2741.77
2,2024-05-01,8002002002,8030,9139.24
2,2024-05-01,8003001001,-560,-1005.3
2,2024-05-01,10001001001,-65310,-88128.55
2,2024-05-01,10001002002,-59700,-76378.08
2,2024-06-01,1001001001,3298260,4196932.62
2,2024-06-01,1001002002,2052610,2529884.73
2,2024-06-01,2001001001,-20290,-26718.51
2,2024-06-01,2003001001,-21650,-29135.18
2,2024-06-01,2003002002,-4660,-2170.02
2,2024-06-01,2004001001,-944600,-1210827.12
2,2024-06-01,2005001001,-412590,-511238.12
2,2024-06-01,2005002002,-87760,-110992.49
2,2024-06-01,2005003003,-5500,-9742.39
2,2024-06-01,4001001001,-442714.25,-518237.23
2,2024-06-01,4001002007,-36478.17,-41458.96
2,2024-06-01,4001003010,-27707.89,-31094.22
2,2024-06-01,4002001001,-701900,-871418.72
2,2024-06-01,4002002002,-263230,-342343.02
2,2024-06-01,4002003003,-467940,-622441.94
2,2024-06-01,4003001001,-196800,-248976.79
2,2024-06-01,4003002002,-70420,-93366.15
2,2024-06-01,4003003003,-485650,-653564.12
2,2024-06-01,4003004004,-3720,-6224.27
2,2024-06-01,6001001001,-86587.51,-86372.85
2,2024-06-01,6001002007,-6838.1,-6909.82
2,2024-06-01,6001003010,-5508.13,-5182.35
2,2024-06-01,6002001001,-23700,-31121.93
2,2024-06-01,6002002002,-10420,-12448.69
2,2024-06-01,6003001001,-6280,-9336.48
2,2024-06-01,6003002002,-11010,-14316.06
2,2024-06-01,6003003003,-10930,-14004.81
2,2024-06-01,6004001001,-26870,-34234.16
2,2024-06-01,6005001001,-50550,-63177.74
2,2024-06-01,6005002002,-10330,-13382.37
2,2024-06-01,6005003003,-1720,-1867.16
2,2024-06-01,6005004004,-18300,-22096.54
2,2024-06-01,6005005005,-2920,-4668.16
2,2024-06-01,6005006006,-14560,-16183.34
2,2024-06-01,8001001001,-640,-659.2
2,2024-06-01,8001002002,-560,-1082.99
2,2024-06-01,8002001001,1530,8475.77
2,2024-06-01,8002002002,8030,13184.52
2,2024-06-01,8003001001,-560,-753.38
2,2024-06-01,10001001001,-65310,-90812.03
2,2024-06-01,10001002002,-59700,-78703.76
2,2024-07-01,1001001001,3298260,4036939.46
2,2024-07-01,1001002002,2052610,2602190.25
2,2024-07-01,2001001001,-20290,-28454.73
2,2024-07-01,2003001001,-21650,-25762.29
2,2024-07-01,2003002002,-4660,-2753.5
2,2024-07-01,2004001001,-944600,-1195043.35
2,2024-07-01,2005001001,-412590,-504573.86
2,2024-07-01,2005002002,-87760,-109545.64
2,2024-07-01,2005003003,-5500,-6935.55
2,2024-07-01,4001001001,-442714.25,-553868.08
2,2024-07-01,4001002007,-36478.17,-44309.44
2,2024-07-01,4001003010,-27707.89,-33232.07
2,2024-07-01,4002001001,-701900,-898070.35
2,2024-07-01,4002002002,-263230,-299356.66
2,2024-07-01,4002003003,-467940,-568777.8
2,2024-07-01,4003001001,-196800,-239485.43
2,2024-07-01,4003002002,-70420,-89806.93
2,2024-07-01,4003003003,-485650,-568777.95
2,2024-07-01,4003004004,-3720,-5987
2,2024-07-01,6001001001,-86587.51,-110773.6
2,2024-07-01,6001002007,-6838.1,-8861.88
2,2024-07-01,6001003010,-5508.13,-6646.4
2,2024-07-01,6002001001,-23700,-29935.53
2,2024-07-01,6002002002,-10420,-11974.11
2,2024-07-01,6003001001,-6280,-8082.47
2,2024-07-01,6003002002,-11010,-13470.9
2,2024-07-01,6003003003,-10930,-13470.89
2,2024-07-01,6004001001,-26870,-31132.95
2,2024-07-01,6005001001,-50550,-59871.24
2,2024-07-01,6005002002,-10330,-12572.82
2,2024-07-01,6005003003,-1720,-1496.61
2,2024-07-01,6005004004,-18300,-20954.83
2,2024-07-01,6005005005,-2920,-3592.14
2,2024-07-01,6005006006,-14560,-20954.83
2,2024-07-01,8001001001,-640,-882.97
2,2024-07-01,8001002002,-560,-139.41
2,2024-07-01,8002001001,1530,-15336.36
2,2024-07-01,8002002002,8030,8365.29
2,2024-07-01,8003001001,-560,-743.55
2,2024-07-01,10001001001,-65310,-79669.56
2,2024-07-01,10001002002,-59700,-77677.82
2,2024-08-01,1001001001,3298260,4101447.03
2,2024-08-01,1001002002,2052610,2586671.64
2,2024-08-01,2001001001,-20290,-23094.8
2,2024-08-01,2003001001,-21650,-28009.64
2,2024-08-01,2003002002,-4660,-4623.28
2,2024-08-01,2004001001,-944600,-1203861.36
2,2024-08-01,2005001001,-412590,-508297.02
2,2024-08-01,2005002002,-87760,-110353.96
2,2024-08-01,2005003003,-5500,-4156.56
2,2024-08-01,4001001001,-442714.25,-534582.6
2,2024-08-01,4001002007,-36478.17,-42766.6
2,2024-08-01,4001003010,-27707.89,-37420.77
2,2024-08-01,4002001001,-701900,-882006.85
2,2024-08-01,4002002002,-263230,-334554.21
2,2024-08-01,4002003003,-467940,-547452.5
2,2024-08-01,4003001001,-196800,-304140.32
2,2024-08-01,4003002002,-70420,-91241.94
2,2024-08-01,4003003003,-485650,-608280.67
2,2024-08-01,4003004004,-3720,-3041.26
2,2024-08-01,6001001001,-86587.51,-112543.69
2,2024-08-01,6001002007,-6838.1,-9003.49
2,2024-08-01,6001003010,-5508.13,-7878.05
2,2024-08-01,6002001001,-23700,-30413.88
2,2024-08-01,6002002002,-10420,-12165.45
2,2024-08-01,6003001001,-6280,-6995.06
2,2024-08-01,6003002002,-11010,-15206.87
2,2024-08-01,6003003003,-10930,-13990.32
2,2024-08-01,6004001001,-26870,-34976.04
2,2024-08-01,6005001001,-50550,-61740.36
2,2024-08-01,6005002002,-10330,-12165.44
2,2024-08-01,6005003003,-1720,-1824.69
2,2024-08-01,6005004004,-18300,-20681.38
2,2024-08-01,6005005005,-2920,-3953.67
2,2024-08-01,6005006006,-14560,-18552.42
2,2024-08-01,8001001001,-640,-561.79
2,2024-08-01,8001002002,-560,-374.52
2,2024-08-01,8002001001,1530,9831.52
2,2024-08-01,8002002002,8030,4681.67
2,2024-08-01,8003001001,-560,-561.78
2,2024-08-01,10001001001,-65310,-80257.42
2,2024-08-01,10001002002,-59700,-78250.99
2,2024-09-01,1001001001,3298260,4038420.66
2,2024-09-01,1001002002,2052610,2702853.09
2,2024-09-01,2001001001,-20290,-30604.85
2,2024-09-01,2003001001,-21650,-27056.01
2,2024-09-01,2003002002,-4660,-3698.04
2,2024-09-01,2004001001,-944600,-1213429.28
2,2024-09-01,2005001001,-412590,-512336.81
2,2024-09-01,2005002002,-87760,-111231.02
2,2024-09-01,2005003003,-5500,-3670.65
2,2024-09-01,4001001001,-442714.25,-526367.74
2,2024-09-01,4001002007,-36478.17,-42109.41
2,2024-09-01,4001003010,-27707.89,-36845.73
2,2024-09-01,4002001001,-701900,-898399.85
2,2024-09-01,4002002002,-263230,-359359.86
2,2024-09-01,4002003003,-467940,-568986.52
2,2024-09-01,4003001001,-196800,-269519.97
2,2024-09-01,4003002002,-70420,-59893.19
2,2024-09-01,4003003003,-485650,-598933.31
2,2024-09-01,4003004004,-3720,-2994.52
2,2024-09-01,6001001001,-86587.51,-138517.82
2,2024-09-01,6001002007,-6838.1,-11081.41
2,2024-09-01,6001003010,-5508.13,-8311.06
2,2024-09-01,6002001001,-23700,-29946.51
2,2024-09-01,6002002002,-10420,-14973.19
2,2024-09-01,6003001001,-6280,-8085.43
2,2024-09-01,6003002002,-11010,-14374.23
2,2024-09-01,6003003003,-10930,-13775.32
2,2024-09-01,6004001001,-26870,-32342.26
2,2024-09-01,6005001001,-50550,-61989.47
2,2024-09-01,6005002002,-10330,-13475.85
2,2024-09-01,6005003003,-1720,-1796.65
2,2024-09-01,6005004004,-18300,-23058.79
2,2024-09-01,6005005005,-2920,-2994.53
2,2024-09-01,6005006006,-14560,-18566.78
2,2024-09-01,8001001001,-640,-613.44
2,2024-09-01,8001002002,-560,-755
2,2024-09-01,8002001001,1530,5662.66
2,2024-09-01,8002002002,8030,17931.74
2,2024-09-01,8003001001,-560,-990.94
2,2024-09-01,10001001001,-65310,-70783.37
2,2024-09-01,10001002002,-59700,-72805.76
2,2024-10-01,1001001001,3298260,3955621.47
2,2024-10-01,1001002002,2052610,2505760.02
2,2024-10-01,2001001001,-20290,-29505.7
2,2024-10-01,2003001001,-21650,-27243.99
2,2024-10-01,2003002002,-4660,-7551.69
2,2024-10-01,2004001001,-944600,-1163048.67
2,2024-10-01,2005001001,-412590,-491064.99
2,2024-10-01,2005002002,-87760,-106612.79
2,2024-10-01,2005003003,-5500,-5216.44
2,2024-10-01,4001001001,-442714.25,-515575.68
2,2024-10-01,4001002007,-36478.17,-41246.04
2,2024-10-01,4001003010,-27707.89,-30934.53
2,2024-10-01,4002001001,-701900,-879980.07
2,2024-10-01,4002002002,-263230,-293326.57
2,2024-10-01,4002003003,-467940,-557320.64
2,2024-10-01,4003001001,-196800,-205328.68
2,2024-10-01,4003002002,-70420,-87997.9
2,2024-10-01,4003003003,-485650,-557320.77
2,2024-10-01,4003004004,-3720,-2933.1
2,2024-10-01,6001001001,-86587.51,-135677.8
2,2024-10-01,6001002007,-6838.1,-10854.21
2,2024-10-01,6001003010,-5508.13,-8140.66
2,2024-10-01,6002001001,-23700,-29332.52
2,2024-10-01,6002002002,-10420,-14666.17
2,2024-10-01,6003001001,-6280,-7626.33
2,2024-10-01,6003002002,-11010,-12319.59
2,2024-10-01,6003003003,-10930,-13492.87
2,2024-10-01,6004001001,-26870,-29332.54
2,2024-10-01,6005001001,-50550,-59251.86
2,2024-10-01,6005002002,-10330,-12906.22
2,2024-10-01,6005003003,-1720,-1759.81
2,2024-10-01,6005004004,-18300,-18772.76
2,2024-10-01,6005005005,-2920,-3226.43
2,2024-10-01,6005006006,-14560,-19359.42
2,2024-10-01,8001001001,-640,-949.8
2,2024-10-01,8001002002,-560,-633.19
2,2024-10-01,8002001001,1530,-5427.54
2,2024-10-01,8002002002,8030,7236.72
2,2024-10-01,8003001001,-560,-497.5
2,2024-10-01,10001001001,-65310,-67844.5
2,2024-10-01,10001002002,-59700,-69782.92
2,2024-11-01,1001001001,3298260,4062848.55
2,2024-11-01,1001002002,2052610,2653880.27
2,2024-11-01,2001001001,-20290,-19160.44
2,2024-11-01,2003001001,-21650,-26010.82
2,2024-11-01,2003002002,-4660,-9133.22
2,2024-11-01,2004001001,-944600,-1209011.19
2,2024-11-01,2005001001,-412590,-510471.39
2,2024-11-01,2005002002,-87760,-110826.03
2,2024-11-01,2005003003,-5500,-7940.39
2,2024-11-01,4001001001,-442714.25,-557422.81
2,2024-11-01,4001002007,-36478.17,-44593.81
2,2024-11-01,4001003010,-27707.89,-39019.58
2,2024-11-01,4002001001,-701900,-843578.53
2,2024-11-01,4002002002,-263230,-361533.56
2,2024-11-01,4002003003,-467940,-542300.42
2,2024-11-01,4003001001,-196800,-210894.63
2,2024-11-01,4003002002,-70420,-90383.26
2,2024-11-01,4003003003,-485650,-632684
2,2024-11-01,4003004004,-3720,-3012.62
2,2024-11-01,6001001001,-86587.51,-111484.55
2,2024-11-01,6001002007,-6838.1,-8918.75
2,2024-11-01,6001003010,-5508.13,-7803.9
2,2024-11-01,6002001001,-23700,-30127.64
2,2024-11-01,6002002002,-10420,-12050.99
2,2024-11-01,6003001001,-6280,-7230.52
2,2024-11-01,6003002002,-11010,-12653.54
2,2024-11-01,6003003003,-10930,-13557.37
2,2024-11-01,6004001001,-26870,-35550.64
2,2024-11-01,6005001001,-50550,-62966.96
2,2024-11-01,6005002002,-10330,-12050.98
2,2024-11-01,6005003003,-1720,-3012.63
2,2024-11-01,6005004004,-18300,-19884.2
2,2024-11-01,6005005005,-2920,-3313.92
2,2024-11-01,6005006006,-14560,-17775.25
2,2024-11-01,8001001001,-640,-611.21
2,2024-11-01,8001002002,-560,-376.12
2,2024-11-01,8002001001,1530,8463.08
2,2024-11-01,8002002002,8030,9403.4
2,2024-11-01,8003001001,-560,-376.12
2,2024-11-01,10001001001,-65310,-90675.84
2,2024-11-01,10001002002,-59700,-72540.67
2,2024-12-01,1001001001,3298260,3987853.11
2,2024-12-01,1001002002,2052610,2595862.02
2,2024-12-01,2001001001,-20290,-21568.99
2,2024-12-01,2003001001,-21650,-26848.64
2,2024-12-01,2003002002,-4660,-2386.4
2,2024-12-01,2004001001,-944600,-1185068.72
2,2024-12-01,2005001001,-412590,-500362.35
2,2024-12-01,2005002002,-87760,-108631.3
2,2024-12-01,2005003003,-5500,-6761.38
2,2024-12-01,4001001001,-442714.25,-547133.44
2,2024-12-01,4001002007,-36478.17,-43770.66
2,2024-12-01,4001003010,-27707.89,-38299.33
2,2024-12-01,4002001001,-701900,-887150.47
2,2024-12-01,4002002002,-263230,-295716.72
2,2024-12-01,4002003003,-467940,-591433.59
2,2024-12-01,4003001001,-196800,-236573.46
2,2024-12-01,4003002002,-70420,-88714.9
2,2024-12-01,4003003003,-485650,-621005.39
2,2024-12-01,4003004004,-3720,-5914.2
2,2024-12-01,6001001001,-86587.51,-82070.01
2,2024-12-01,6001002007,-6838.1,-6565.58
2,2024-12-01,6001003010,-5508.13,-4924.19
2,2024-12-01,6002001001,-23700,-29571.55
2,2024-12-01,6002002002,-10420,-11828.53
2,2024-12-01,6003001001,-6280,-8279.93
2,2024-12-01,6003002002,-11010,-13011.38
2,2024-12-01,6003003003,-10930,-13602.85
2,2024-12-01,6004001001,-26870,-34303.03
2,2024-12-01,6005001001,-50550,-59143.19
2,2024-12-01,6005002002,-10330,-11828.53
2,2024-12-01,6005003003,-1720,-2957.04
2,2024-12-01,6005004004,-18300,-28684.42
2,2024-12-01,6005005005,-2920,-3252.72
2,2024-12-01,6005006006,-14560,-15081.42
2,2024-12-01,8001001001,-640,-1059.97
2,2024-12-01,8001002002,-560,-921.7
2,2024-12-01,8002001001,1530,-1382.58
2,2024-12-01,8002002002,8030,8295.44
2,2024-12-01,8003001001,-560,-645.18
2,2024-12-01,10001001001,-65310,-88880.15
2,2024-12-01,10001002002,-59700,-65178.78
2,2025-01-01,1001001001,4496810,4076097.57
2,2025-01-01,1001002002,2890810,2565337.61
2,2025-01-01,2001001001,-28400,-24324.04
2,2025-01-01,2003001001,-31190,-26366.47
2,2025-01-01,2003002002,-7570,
2,2025-01-01,2004001001,-1326040,-1195458.33
2,2025-01-01,2005001001,-591670,-504749.07
2,2025-01-01,2005002002,-124090,-109583.68
2,2025-01-01,2005003003,-5000,-6683.41
2,2025-01-01,4001001001,-581545.19,-531278.55
2,2025-01-01,4001002007,-48793.22,-42502.27
2,2025-01-01,4001003010,-39370.76,-37189.49
2,2025-01-01,4002001001,-928280,-876555.51
2,2025-01-01,4002002002,-388990,-362712.53
2,2025-01-01,4002003003,-630860,-574294.92
2,2025-01-01,4003001001,-279300,-272034.48
2,2025-01-01,4003002002,-84870,-60451.98
2,2025-01-01,4003003003,-686200,-604521.12
2,2025-01-01,4003004004,-5050,-6045.07
2,2025-01-01,6001001001,-112060.87,-139810.13
2,2025-01-01,6001002007,-8712.67,-11184.8
2,2025-01-01,6001003010,-7016.21,-9786.7
2,2025-01-01,6002001001,-33990,-30225.93
2,2025-01-01,6002002002,-16370,-15112.92
2,2025-01-01,6003001001,-7800,-6951.85
2,2025-01-01,6003002002,-15810,-13299.31
2,2025-01-01,6003003003,-15720,-13903.85
2,2025-01-01,6004001001,-38340,-30225.92
2,2025-01-01,6005001001,-69670,-62870.04
2,2025-01-01,6005002002,-14400,-12694.81
2,2025-01-01,6005003003,-2650,-3022.47
2,2025-01-01,6005004004,-28250,-21762.63
2,2025-01-01,6005005005,-4140,-3626.97
2,2025-01-01,6005006006,-19730,-19344.51
2,2025-01-01,8001001001,-1110,-929.77
2,2025-01-01,8001002002,-780,-790.3
2,2025-01-01,8002001001,1770,2789.4
2,2025-01-01,8002002002,9370,5578.78
2,2025-01-01,8003001001,-810,-790.3
2,2025-01-01,10001001001,-98030,-89659.37
2,2025-01-01,10001002002,-84340,-77704.79
2,2025-02-01,1001001001,4496810,4355450.07
2,2025-02-01,1001002002,2890810,2928162.98
2,2025-02-01,2001001001,-28400,-31184.91
2,2025-02-01,2003001001,-31190,-29586.18
2,2025-02-01,2003002002,-7570,-8002.57
2,2025-02-01,2004001001,-1326040,-1311050.35
2,2025-02-01,2005001001,-591670,-553554.59
2,2025-02-01,2005002002,-124090,-120179.62
2,2025-02-01,2005003003,-5000,-4641.78
2,2025-02-01,4001001001,-581545.19,-597567.74
2,2025-02-01,4001002007,-48793.22,-47805.41
2,2025-02-01,4001003010,-39370.76,-35854.06
2,2025-02-01,4002001001,-928280,-936629.64
2,2025-02-01,4002002002,-388990,-355273.2
2,2025-02-01,4002003003,-630860,-581356.26
2,2025-02-01,4003001001,-279300,-290678.18
2,2025-02-01,4003002002,-84870,-96892.58
2,2025-02-01,4003003003,-686200,-645951.56
2,2025-02-01,4003004004,-5050,-3229.61
2,2025-02-01,6001001001,-112060.87,-89635.16
2,2025-02-01,6001002007,-8712.67,-7170.8
2,2025-02-01,6001003010,-7016.21,-5378.1
2,2025-02-01,6002001001,-33990,-32297.43
2,2025-02-01,6002002002,-16370,-16148.63
2,2025-02-01,6003001001,-7800,-7105.3
2,2025-02-01,6003002002,-15810,-14210.78
2,2025-02-01,6003003003,-15720,-14533.74
2,2025-02-01,6004001001,-38340,-36496.11
2,2025-02-01,6005001001,-69670,-65886.92
2,2025-02-01,6005002002,-14400,-13564.85
2,2025-02-01,6005003003,-2650,-2260.71
2,2025-02-01,6005004004,-28250,-25837.89
2,2025-02-01,6005005005,-4140,-3875.55
2,2025-02-01,6005006006,-19730,-18086.49
2,2025-02-01,8001001001,-1110,-1070.68
2,2025-02-01,8001002002,-780,-1121.65
2,2025-02-01,8002001001,1770,-9177.34
2,2025-02-01,8002002002,9370,11216.75
2,2025-02-01,8003001001,-810,-611.81
2,2025-02-01,10001001001,-98030,-87403.36
2,2025-02-01,10001002002,-84340,-85218.27
2,2025-03-01,1001001001,4496810,4840518.3
2,2025-03-01,1001002002,2890810,3110116.08
2,2025-03-01,2001001001,-28400,-21614.08
2,2025-03-01,2003001001,-31190,-32139.35
2,2025-03-01,2003002002,-7570,-11369.89
2,2025-03-01,2004001001,-1326040,-1431114.19
2,2025-03-01,2005001001,-591670,-604248.21
2,2025-03-01,2005002002,-124090,-131185.47
2,2025-03-01,2005003003,-5000,-4736.31
2,2025-03-01,4001001001,-581545.19,-664119.1
2,2025-03-01,4001002007,-48793.22,-53129.52
2,2025-03-01,4001003010,-39370.76,-46488.32
2,2025-03-01,4002001001,-928280,-933258.76
2,2025-03-01,4002002002,-388990,-394840.17
2,2025-03-01,4002003003,-630860,-646102.16
2,2025-03-01,4003001001,-279300,-251261.99
2,2025-03-01,4003002002,-84870,-71788.99
2,2025-03-01,4003003003,-686200,-681996.86
2,2025-03-01,4003004004,-5050,-7178.78
2,2025-03-01,6001001001,-112060.87,-132823.81
2,2025-03-01,6001002007,-8712.67,-10625.89
2,2025-03-01,6001003010,-7016.21,-7969.41
2,2025-03-01,6002001001,-33990,-35894.44
2,2025-03-01,6002002002,-16370,-14357.64
2,2025-03-01,6003001001,-7800,-7178.74
2,2025-03-01,6003002002,-15810,-16152.4
2,2025-03-01,6003003003,-15720,-16152.43
2,2025-03-01,6004001001,-38340,-39124.92
2,2025-03-01,6005001001,-69670,-74660.59
2,2025-03-01,6005002002,-14400,-14357.68
2,2025-03-01,6005003003,-2650,-2512.47
2,2025-03-01,6005004004,-28250,-29792.34
2,2025-03-01,6005005005,-4140,-5384.05
2,2025-03-01,6005006006,-19730,-19023.97
2,2025-03-01,8001001001,-1110,-890.44
2,2025-03-01,8001002002,-780,-723.49
2,2025-03-01,8002001001,1770,6678.54
2,2025-03-01,8002002002,9370,11130.87
2,2025-03-01,8003001001,-810,-612.18
2,2025-03-01,10001001001,-98030,-95407.61
2,2025-03-01,10001002002,-84340,-93022.42
2,2025-04-01,1001001001,4496810,4976732.12
2,2025-04-01,1001002002,2890810,3135540.44
2,2025-04-01,2001001001,-28400,-24663.08
2,2025-04-01,2003001001,-31190,-33835.41
2,2025-04-01,2003002002,-7570,-4817.97
2,2025-04-01,2004001001,-1326040,-1460209.06
2,2025-04-01,2005001001,-591670,-616532.71
2,2025-04-01,2005002002,-124090,-133852.5
2,2025-04-01,2005003003,-5000,-10151.44
2,2025-04-01,4001001001,-581545.19,-648667.26
2,2025-04-01,4001002007,-48793.22,-51893.37
2,2025-04-01,4001003010,-39370.76,-38920.02
2,2025-04-01,4002001001,-928280,-1033330.34
2,2025-04-01,4002002002,-388990,-442855.76
2,2025-04-01,4002003003,-630860,-738093.02
2,2025-04-01,4003001001,-279300,-332141.91
2,2025-04-01,4003002002,-84870,-73809.18
2,2025-04-01,4003003003,-686200,-738093.15
2,2025-04-01,4003004004,-5050,-3690.29
2,2025-04-01,6001001001,-112060.87,-102421.14
2,2025-04-01,6001002007,-8712.67,-8193.68
2,2025-04-01,6001003010,-7016.21,-6145.25
2,2025-04-01,6002001001,-33990,-36904.52
2,2025-04-01,6002002002,-16370,-18452.19
2,2025-04-01,6003001001,-7800,-8118.87
2,2025-04-01,6003002002,-15810,-17345.04
2,2025-04-01,6003003003,-15720,-17345.03
2,2025-04-01,6004001001,-38340,-39118.81
2,2025-04-01,6005001001,-69670,-74916.29
2,2025-04-01,6005002002,-14400,-15868.86
2,2025-04-01,6005003003,-2650,-2952.23
2,2025-04-01,6005004004,-28250,-34690.21
2,2025-04-01,6005005005,-4140,-4797.45
2,2025-04-01,6005006006,-19730,-24356.95
2,2025-04-01,8001001001,-1110,-1419.63
2,2025-04-01,8001002002,-780,-511.05
2,2025-04-01,8002001001,1770,17035.75
2,2025-04-01,8002002002,9370,7950.01
2,2025-04-01,8003001001,-810,-738.19
2,2025-04-01,10001001001,-98030,-109515.68
2,2025-04-01,10001002002,-84340,-94913.59
2,2025-05-01,1001001001,4496810,4711063.66
2,2025-05-01,1001002002,2890810,3013142.84
2,2025-05-01,2001001001,-28400,-35104.37
2,2025-05-01,2003001001,-31190,-30893.16
2,2025-05-01,2003002002,-7570,-7455.57
